date,daily_request_count,requests,y_true_7day,y_pred,abs_error,rolling_mae,status
2024-06-15,9712,9712,8875.857142857143,8656.42857142857,219.42857142857247,161.07142857142864,OK
2024-06-16,11083,11083,9325.0,8875.857142857143,449.1428571428569,166.87244897959195,OK
2024-06-17,10676,10676,9749.857142857143,9325.0,424.8571428571431,180.22959183673478,OK
2024-06-18,9791,9791,10082.142857142857,9749.857142857143,332.28571428571377,191.515306122449,OK
2024-06-19,9186,9186,10002.285714285714,10082.142857142857,79.85714285714312,184.2346938775511,OK
2024-06-20,10530,10530,10101.0,10002.285714285714,98.71428571428623,186.70918367346945,OK
2024-06-21,10450,10450,10204.0,10101.0,103.0,189.07653061224497,OK
2024-06-22,9246,9246,10137.42857142857,10204.0,66.57142857142935,189.93877551020418,OK
2024-06-23,10017,10017,9985.142857142857,10137.42857142857,152.28571428571377,192.84693877551035,OK
2024-06-24,11461,11461,10097.285714285714,9985.142857142857,112.14285714285688,181.5255102040817,OK
2024-06-25,10756,10756,10235.142857142857,10097.285714285714,137.85714285714312,183.7346938775511,OK
2024-06-26,10496,10496,10422.285714285714,10235.142857142857,187.14285714285688,189.311224489796,OK
2024-06-27,10970,10970,10485.142857142857,10422.285714285714,62.85714285714312,188.40306122448985,OK
2024-06-28,11062,11062,10572.57142857143,10485.142857142857,87.42857142857247,190.15816326530623,OK
2024-06-29,9348,9348,10587.142857142857,10572.57142857143,14.571428571427532,183.48979591836743,OK
2024-06-30,8438,8438,10361.57142857143,10587.142857142857,225.57142857142753,187.90306122448985,OK
2024-07-01,7688,7688,9822.57142857143,10361.57142857143,539.0,195.39285714285714,OK
2024-07-02,6938,6938,9277.142857142857,9822.57142857143,545.4285714285725,208.11734693877548,OK
2024-07-03,6188,6188,8661.714285714286,9277.142857142857,615.4285714285706,225.14795918367346,OK
2024-07-04,5438,5438,7871.428571428572,8661.714285714286,790.2857142857147,246.73979591836732,OK
2024-07-05,4688,4688,6960.857142857143,7871.428571428572,910.5714285714284,270.80102040816325,OK
2024-07-06,3937,3937,6187.857142857143,6960.857142857143,773.0,289.9489795918367,OK
2024-07-07,3187,3187,5437.714285714285,6187.857142857143,750.1428571428578,308.280612244898,OK
2024-07-08,2437,2437,4687.571428571428,5437.714285714285,750.1428571428569,326.6122448979592,WARN
2024-07-09,1687,1687,3937.4285714285716,4687.571428571428,750.1428571428569,344.9438775510204,WARN
2024-07-10,937,937,3187.285714285714,3937.4285714285716,750.1428571428573,367.35204081632656,WARN
2024-07-11,8873,8873,3678.0,3187.285714285714,490.7142857142858,378.81122448979596,ALERT
2024-07-12,8233,8233,4184.428571428572,3678.0,506.42857142857156,390.1836734693878,ALERT
